number_of_rooms,lot_size,house_size,number_of_bathrooms,size_of_the_yard,distance_to_santa_monica,distance_to_malibu,distance_to_closest_freeway_entrance,distance_to_shopping_center,distance_to_the_beach,solar_pannel,number_of_parking_spot,gated,HOA,school_district,price
10,45292,6567,6.8,38353,24.2,6,5.92,5.6,1.28,0,6,0,1,8.61,9702638
3,3239,2184,2.2,2095,0.93,23.19,2.33,0.8,0.66,0,4,0,1,8.21,1391097
5,4314,1887,3.3,2675,0.28,13.27,2.14,0.44,0.43,0,3,0,0,7.69,1424724
8,20170,3762,4.4,16394,12.64,4.6,9.78,4.91,0.73,1,5,1,1,8.12,5686283
7,4139,2640,4.1,2227,2.37,19.78,1.41,0.71,2.11,0,5,0,1,7.85,1422966
6,1883,3116,3.8,0,1,19.24,0.48,1.06,1.69,0,5,1,1,7.99,2999951
3,3410,1364,3.2,2464,2.28,21.12,1.79,0.52,0.41,0,2,0,0,7.57,500638
5,5799,1879,3.3,4678,1.46,12.25,0.38,0.72,1.49,0,3,1,1,7.83,1421937
4,6679,1534,3.2,5217,0.9,20.41,1.98,1.4,0.45,0,2,0,1,7.93,848679
10,26369,5890,5.1,21847,18.95,8.72,5.81,7.62,0.52,0,6,1,0,8.3,8464796
6,3343,1922,4.2,2461,2.2,14.69,1.13,1.79,1.53,0,3,0,0,7.87,483978
7,3715,3152,4.3,119,1.11,18.02,2.3,1.1,1.09,0,3,1,1,7.82,3223399
6,5037,3282,3.8,2656,1.61,23.92,1.09,0.3,4.4,0,5,0,0,7.87,1532364
5,3747,1432,3.1,2597,2,25.28,0.75,1.98,2.7,0,2,0,0,7.52,250000
2,5113,1070,3.2,4596,3.35,14.13,1.42,1.81,2.51,1,2,0,0,6.9,250000
3,6786,1228,2,5928,1.49,15.39,0.91,0.67,1.8,0,1,0,0,7.53,250000
2,8385,1016,1.9,7301,3.43,25.38,0.35,0.49,4.36,0,1,0,1,7.47,250000
5,4958,1440,3.5,3801,3.93,24.24,1,1.29,1.8,0,3,0,0,7.5,250000
5,4045,2698,2.9,759,1.26,21.53,1.57,0.58,1.48,0,4,0,0,7.85,2189947
3,8071,1363,1.9,7344,2.71,24.42,1.13,1.49,2.3,0,2,1,1,7.55,250000
7,58198,3883,3.5,54654,17.14,5.36,10.88,2.77,1.5,0,4,0,0,7.88,6543799
7,4798,3162,4.2,2707,0.68,20.18,1.88,0.95,0.25,0,5,0,0,7.84,3407727
7,2496,3093,3.8,0,0.27,14.39,1.07,0.97,1.03,0,4,0,0,7.56,2953860
10,57552,5881,5.7,52055,15.87,0.87,7.17,2.72,1.06,1,6,0,0,7.81,9505483
5,7410,1791,4.1,6010,3.43,17.53,0.91,1.51,3.43,0,4,0,0,7.73,250000
4,6496,2349,2.8,4257,1.15,16.79,0.99,0.76,1.64,0,2,1,1,7.73,980718
10,49630,5699,4.3,44549,13.82,6.51,12.34,4.96,1.33,0,6,0,0,7.9,9180912
3,7606,1425,2,6402,1.31,15.75,1.6,1.15,2.64,0,3,0,0,7.46,250000
4,6704,2304,3.4,4790,2.1,20.52,0.55,1.13,0.57,0,3,0,1,7.85,1939705
6,3073,2690,4.1,317,3.95,24.94,0.9,0.27,2.27,0,4,0,1,7.43,1317328
7,2649,3529,4.6,0,2.08,19.73,0.77,1.43,3.32,1,5,0,0,7.4,2054640
5,5288,2789,3.4,3054,0.69,17.06,2.15,1.33,0.51,0,5,0,0,7.93,2422456
5,5735,2240,3,3450,0.55,14.26,0.71,0.18,1.1,0,4,0,0,7.95,1868271
3,6792,1535,2.5,5571,2.06,15.51,0.41,1.42,4.01,0,4,0,0,7.61,250000
3,5130,1623,2,4102,2.4,12.4,1.58,0.33,1.31,0,3,0,1,7.81,767009
2,5159,1436,1.3,3387,0.48,20.2,1.61,1.16,0.63,0,2,0,1,7.74,416030
6,5214,2986,3.4,2240,0.5,23.62,1.3,1.42,1.25,0,4,0,0,7.71,2786153
3,5146,1354,3.4,4518,0.33,14,2.33,1.25,0.7,0,3,0,0,7.82,552654
7,7860,3578,4.5,4549,1.49,22.3,1.28,1.96,4.45,1,5,1,0,7.65,2363463
6,3414,2653,3.7,1232,2.35,23.29,0.68,1.32,1.35,0,4,0,0,8.04,2048545
3,6080,1441,2.6,4440,1.67,16.86,1.61,0.25,0.13,0,2,1,1,8.11,714552
6,6883,3118,3.6,3488,0.49,15.59,0.52,0.48,1.49,0,6,1,1,7.88,3181099
4,2426,2236,3.1,1096,2.33,17.96,2.15,0.72,1.3,0,3,0,0,7.7,1575947
10,29332,5860,5.4,23885,21.53,8.89,8.11,5.15,1.3,0,6,1,0,8.04,8676199
10,51985,6237,6.6,46252,18.51,7.67,5.44,0.86,0.14,0,6,1,0,8.21,10796162
6,37775,2580,4.1,35113,15.79,6.35,12.3,3.79,0.59,0,2,1,0,7.93,4008662
7,6048,3384,3.5,3144,3.4,19.41,1.35,1.26,2.72,0,5,1,0,8.06,2109163
3,3754,1128,2.3,2418,1.6,17.36,2.01,0.41,0.38,0,3,0,1,7.37,311768
9,2944,3511,5.8,0,1.52,21.78,0.59,1.49,3.72,1,4,0,0,7.53,2314626
5,3263,1846,3.5,1506,0.66,12.24,2.23,1.45,0.68,1,3,0,0,7.39,1475000
7,5803,2765,4.4,3597,1.06,23.37,1.19,1.18,0.92,1,4,0,1,8.26,2687582
9,2315,3497,5.3,0,1.13,15.72,0.22,1.22,4.26,0,5,0,0,7.71,2252463
5,32206,2237,3.5,30289,22.37,1.89,12.72,5.21,0.4,0,3,1,1,7.9,3216796
3,7324,1344,2.1,5846,2.64,20.55,0.34,0.95,3.99,0,3,0,0,7.59,250000
7,5511,2909,3.7,2690,0.4,22.4,1.61,0.28,0.83,0,4,0,1,7.94,2845795
6,4880,3205,3.2,3373,2.48,19.66,0.98,1.72,3.91,0,4,0,0,7.54,1546284
5,6736,1602,4.2,4919,0.51,17.53,0.98,0.15,0.65,1,1,0,0,7.61,1111870
10,17123,5372,5.1,12442,12.34,4.31,11.76,3.24,1.17,0,6,1,0,8.23,7285393
8,2819,3071,5.2,0,2.44,16.52,2.33,0.86,0.56,0,5,0,1,7.96,3267109
4,4240,1393,2.7,3570,1.85,18.51,1.41,1.17,1.27,0,3,0,0,7.66,250000
4,4464,2021,3,2507,1.6,23.35,1.58,0.86,0.19,0,3,0,0,7.72,1361749
5,6930,1029,3.9,5382,0.44,12.63,1.68,0.18,1.52,0,2,0,1,7.48,375779
10,7187,5895,5.8,1967,24.61,3.11,5.36,1.85,1.43,0,6,0,1,7.98,8798832
3,41114,1906,2.3,38554,27.17,2.73,7.37,3.7,0.2,1,2,1,0,7.59,2562352
7,5952,2527,3.2,3734,0.56,16.4,0.53,0.98,0.31,0,4,0,1,8.06,2460363
10,54275,6551,5.2,48155,13.52,5.53,11.41,6.25,1.25,0,6,0,0,8.21,10364840
6,6413,2725,3.7,3815,3.51,16.59,0.39,1.73,1.55,0,4,0,1,7.77,1393584
4,6639,1665,3.3,5304,2.09,24.12,0.51,1.69,2.97,1,2,0,1,7.32,250000
4,6749,1635,2.5,4914,2.18,22.58,1.07,0.22,1.33,0,1,0,0,7.34,842477
5,7700,1941,4.1,5843,2.57,22.05,0.63,0.7,4.27,0,3,0,0,7.39,259906
3,6744,1840,2.4,4734,1.22,12.63,0.38,1.1,1.01,0,3,0,0,7.82,1061405
5,7807,2086,3.1,5968,1.22,17.28,1.77,1.27,3.48,1,3,1,0,7.86,495141
5,2641,2211,2.6,897,1.72,19.64,0.93,1.25,2.25,0,4,1,1,7.95,577496
10,54051,4763,5.7,50014,20.48,0.47,6.47,4.11,1.29,0,5,0,1,8,7266648
6,4091,2871,4.1,1572,1.74,22.59,0.75,1.32,0.2,1,3,0,0,7.77,2850007
3,4009,1787,2.2,2706,2.3,21.14,1.41,1.48,0.89,0,2,1,1,8.13,875517
3,5958,1298,2.1,5036,1.38,20.35,0.63,0.24,3.53,0,2,0,0,7.12,250000
10,16327,4846,5.5,12480,18.49,0.6,7.47,2.71,1.4,0,6,1,1,8.17,7273288
3,4547,1192,2.3,2857,1.52,17.79,1.67,0.11,0.43,0,1,0,0,7.35,325584
8,13054,3482,4.6,9995,12.41,2.37,11.8,2.25,0.25,1,5,1,0,8.16,5016271
7,33458,2704,3.8,30812,25.53,7.33,13.81,1.92,0.53,1,5,0,1,7.77,3973764
4,8240,2196,2.8,6333,2.82,16.26,1.49,1.94,1.94,0,5,0,0,8.18,545447
5,5757,2540,3,2897,0.98,12.64,1.96,1.44,0.51,0,4,0,1,7.52,2270061
4,2240,1204,1.8,972,3.64,14.93,1.33,1.86,1.95,0,2,0,0,7.5,250000
7,3797,2865,5.4,364,1.9,15.27,0.56,0.45,1.67,1,5,0,0,7.78,2733796
10,22651,6269,4.9,17901,24.23,2.63,4.36,1.53,1.48,0,6,0,0,8.44,9007910
7,6001,2494,4.3,4095,1.43,20.39,1.21,0.29,1.23,0,4,0,0,7.89,2311936
3,8284,1696,2.1,6525,2.23,24.78,1.63,1.43,4.01,0,2,0,0,7.63,250000
6,3603,2617,3.3,945,2.24,21.08,1.03,1.14,0.36,0,4,0,1,7.53,2485302
5,5788,2704,2.6,2966,1.7,24.37,0.69,1.45,1.06,1,4,0,0,7.83,1289749
4,6701,1924,1.9,5976,3.43,17.54,1.11,1.54,2.33,1,4,0,0,7.79,250000
4,28416,1900,3.4,26303,19,2.46,6.91,6.36,0.24,0,3,0,1,7.68,2653700
4,6654,1693,2.3,5095,0.49,18.76,2.38,0.11,0.5,1,4,0,0,7.77,1037883
2,2250,903,1.7,1180,1.18,22.04,1.56,1.5,0.59,0,1,1,1,7.82,250000
7,2387,2901,4.1,0,1.63,13.98,1.25,0.5,1.35,0,4,0,0,7.9,2740101
10,49475,6163,5.4,43905,20.81,8.29,7.04,3.67,0.7,0,6,0,0,8.16,9634923
7,5146,3079,4.9,2194,3.22,19.12,0.73,0.77,3.71,1,4,1,0,8.35,1442046
6,58152,2606,3.7,56482,24.98,2.13,6.14,5.67,0.87,0,3,1,1,7.85,4206375
3,4915,1065,1.6,4185,0.64,23.18,2.3,1.19,0.13,0,2,0,1,7.24,250000
5,2734,2230,3.8,464,2.4,18.04,0.48,0.97,0.68,1,3,0,1,7.61,1792563
7,8614,3423,2.9,4805,1.62,18.3,0.44,1.12,2.61,0,5,0,0,7.92,2011283
9,32086,3730,4.9,28054,27.65,2.17,6.15,2.9,0.43,1,6,0,0,8.33,5807663
4,3896,2393,2.7,1736,1.78,19.66,1.01,0.23,0.83,0,5,0,1,7.68,1954759
3,7390,1355,2.3,5930,1.69,24.59,0.23,1.55,2.66,0,3,0,0,7.54,250000
4,6759,2377,2.7,4307,0.82,13.52,2.15,0.61,1.22,0,4,0,0,7.86,1937937
5,8096,2487,2,5744,20.59,9.36,12.35,6.87,0.68,1,4,0,1,7.71,2589831
3,2464,1486,2,816,3.49,23.2,0.76,0.88,2.87,0,3,0,1,7.5,250000
4,5688,2167,2.6,3122,2.06,23.52,2.04,0.95,0.94,0,4,0,0,7.61,1592337
7,4596,2426,3.8,2940,1.98,16.74,1.72,0.31,1.69,0,4,1,0,7.65,2216592
10,19336,6438,5,13541,26.57,9.44,9.2,5.68,1.58,0,6,0,0,8.59,8293338
3,4419,1320,3.1,4325,1.48,19.65,1.52,1.13,0.67,0,2,0,1,7.51,515132
6,6601,2485,3.6,4421,0.41,16.28,1.6,1.27,0.17,0,4,0,0,7.89,2312101
7,5546,3012,3.9,3263,1.08,14.3,1.44,1.37,1.47,0,4,0,1,7.69,2799512
5,3246,1646,3.2,1929,2.37,15.39,1.31,1.04,0.38,0,3,0,1,7.75,1024639
5,6655,2556,3.5,4392,1.91,14.63,1.27,0.96,1.41,0,5,0,1,7.61,2451922
7,6955,2849,4.1,5081,1.16,24.32,0.93,0.67,1.85,0,4,0,1,7.61,1730877
5,3789,2065,2.1,2520,3.34,23.25,0.56,1.86,3.07,0,5,0,0,7.63,250000
6,5784,3045,3,3671,2.37,16.43,0.6,0.83,0.29,0,4,0,0,7.61,3047892
7,6047,2858,4,3394,3.81,24.95,1.71,0.64,1.46,0,4,0,0,7.7,1485532
7,8108,2721,4.3,5856,2.3,23.83,1.65,0.42,2.86,1,4,1,0,7.78,1511630
2,2543,1114,1,857,3.16,19.33,0.61,0.54,3.34,1,1,0,0,7.67,250000
6,2292,2644,3,0,1.55,18.84,0.42,0.3,1.16,1,4,0,1,7.51,2391096
10,14560,4130,5.2,9891,17.83,6.47,5.29,3.9,0.62,0,6,0,1,7.99,5712974
4,6734,1466,2.4,5569,1.38,17.79,1.85,0.2,0.43,0,2,1,1,7.37,1001075
6,2059,1518,2.5,528,1.67,18.4,2.38,0.65,1.28,0,1,0,1,7.56,712252
3,5902,1438,3.3,5197,3.28,25.82,1.71,0.55,4.06,0,3,0,0,7.21,250000
10,42406,4946,4.6,37884,13.59,6.12,5.21,1.37,1.1,0,6,1,1,7.97,8575457
3,6875,1558,2.3,4920,1.12,19.8,0.35,1.23,1.01,0,3,0,1,7.29,821651
7,5282,3133,4.8,1528,0.52,19.17,1.23,0.73,0.53,0,5,0,1,7.97,3184671
4,3962,1979,1.9,1897,0.98,13.21,0.98,1.03,1.23,0,3,1,0,7.68,1288524
3,5124,1073,1.7,4207,0.42,19.74,1.05,1.09,1.05,0,1,0,1,7.28,250000
5,3137,2003,3.8,549,0.98,22.97,1.11,0.62,0.75,1,4,0,1,7.2,1695143
2,6738,1033,1.9,5416,3.61,19.36,0.75,0.45,2.54,1,3,0,1,7.45,250000
7,4761,2881,4.2,2491,0.29,12.87,2.17,0.4,1.24,0,4,0,1,7.83,2822731
5,21403,2740,3.9,19616,24.59,0.75,7.69,4.44,1.16,0,5,1,0,7.92,3204407
10,43870,5819,5.5,38275,17.62,4.17,7.94,2.18,0.22,1,6,1,1,8.68,8903153
4,6488,2169,3,4537,1.57,20.09,1.05,1.66,3.57,1,5,1,0,7.87,420002
2,5681,919,2.7,5849,0.5,18.97,1.87,1.38,1.3,0,2,0,0,7.65,250000
10,12348,6945,4.9,5955,15.35,0.32,13.97,2.82,1.37,1,6,0,1,8.04,9660070
7,2730,2974,4.4,153,1.05,14.94,1.29,0.55,1.37,0,5,0,0,7.95,2872016
6,6486,2627,3.6,3846,1.27,19.24,1.02,1.48,1.23,0,4,0,0,7.43,2416043
5,5384,2084,3.7,3985,0.58,15.84,1.6,0.2,0.35,0,4,0,0,7.99,1729115
5,4631,1721,3.3,3965,2.93,22.31,1.59,0.82,3.69,0,5,0,1,7.53,250000
3,5480,1244,1.6,4454,3.3,22.97,0.7,0.75,3.93,0,3,0,0,7.6,250000
2,2056,971,1.6,798,1.43,21.14,1.48,1.28,0.16,1,2,0,1,7.66,250000
2,8530,1014,2.3,7045,3.24,24.84,0.42,0.37,2.49,0,2,0,0,7.64,250000
2,5259,1081,2.1,3852,1.55,13.97,1.92,0.52,0.89,0,3,0,1,7.54,250000
5,5692,1503,2.9,4925,2.22,22.7,0.73,0.96,0.25,0,4,0,0,7.67,888544
2,3893,1844,2.5,1164,2,14.31,0.75,1.65,4.14,1,3,0,0,7.22,250000
6,5192,2572,3.9,2797,0.1,23.24,0.66,0.43,0.55,0,3,0,0,7.39,2532520
5,3942,2573,3.1,2745,1.18,22.28,2.38,0.57,1.05,1,3,0,1,7.41,2462889
7,4216,2788,3.6,1371,1.57,21.99,1.39,0.27,0.12,0,5,0,0,7.73,2708444
2,2088,1356,1.2,912,0.12,19.53,1,1.46,0.43,0,3,0,0,7.56,262959
4,4178,2164,2,2236,2.23,13.26,2.11,0.39,0.77,1,3,0,0,7.81,1599632
7,3952,3301,4.8,1504,2.73,16.65,0.63,1.65,1.15,0,5,0,0,7.69,2222072
5,3937,2390,3.5,2055,1.81,14.14,0.48,1.42,0.54,0,4,0,0,7.77,1960988
5,4644,2236,2.8,2764,2.09,21.69,1.64,0.5,2.33,0,4,1,0,7.68,699125
10,34610,5148,5,29775,25.31,1.67,4.39,7.13,0.7,0,6,0,0,7.87,7876775
6,33877,2261,3.2,31683,26.75,7.62,11.32,5.91,0.48,1,2,1,0,8,3089808
5,3753,1712,3.8,1238,1.94,15.4,0.64,0.58,2.59,0,4,0,0,7.99,250000
6,5321,2676,3.9,2199,1.24,19.41,1.3,1.35,0.95,0,4,0,0,8.05,2361517
3,5139,1465,2.3,3358,0.36,21.53,0.52,0.48,1.55,0,3,0,1,7.79,482855
3,3549,1439,2.2,1954,1.25,18.62,1.69,0.46,1.71,0,1,0,0,7.77,314519
10,19498,4813,5.4,15725,21.36,3.82,8.86,3.06,0.37,1,6,1,0,8.63,6457051
10,34744,6470,5.7,29772,13.33,2.07,8.41,5.01,1.65,1,6,0,0,7.88,9642088
3,3847,1446,2.6,2806,2.59,17.48,1.21,0.41,3.29,1,4,0,0,7.48,250000
7,35105,3012,4.4,32508,13.92,7.09,10.45,3.49,1.91,1,3,0,1,7.66,4685677
3,4818,2046,1.7,3044,3.35,25.55,0.4,0.96,2.68,0,3,0,1,7.6,250000
3,5118,1563,2.1,3729,0.67,20.77,0.39,0.23,0.11,0,3,1,0,7.61,881209
5,3447,2458,3.5,631,0.79,18.93,0.44,0.37,0.79,0,4,0,0,7.69,2061748
10,6855,4524,5.7,2642,18.07,5.16,9.63,3.06,0.66,0,6,0,0,8.15,6946578
5,4150,2733,3.4,2189,1.52,13.16,1.51,1.08,1.45,0,5,0,0,7.53,2531676
6,8410,3074,4,5668,3.76,25.74,0.22,1.32,2.44,1,5,0,0,7.5,1843676
2,6933,1890,2.1,5058,1.32,14.84,1.14,1.14,3.6,0,3,1,1,7.88,250000
4,29829,1501,2.5,28664,13.19,5.2,13.69,5.79,0.23,0,3,0,1,7.53,2099145
2,3661,1105,1.8,2708,1.6,16.14,0.74,0.95,2.78,0,2,0,1,7.62,250000
8,3090,2810,4.5,1170,1.62,19.29,0.3,1.69,1.44,0,4,0,0,7.76,1610147
9,7538,3136,4.8,4795,2.66,16.16,0.95,1.94,3.64,0,5,0,0,7.56,1929446
3,6026,1205,3,3924,0.66,17.44,1.44,1.17,0.86,0,1,0,0,7.5,318927
5,5079,2339,3.3,2581,1.51,21.95,1.56,0.66,2.72,1,4,0,0,7.79,754898
7,6264,3101,3.3,3016,1.3,23.18,1.58,0.85,0.87,1,3,0,0,7.9,3145647
10,14093,4602,5.3,10142,16.06,2.44,4.12,1.74,0.69,0,5,1,1,8.11,6181855
5,5132,1852,4.2,3794,0.75,14.48,1.74,0.68,0.41,0,4,0,0,7.45,1646157
10,23819,6788,4.1,17349,26.42,2.85,12.04,7.97,0.58,0,6,0,1,8.19,9757385
8,6645,3486,4.7,2720,1.01,16.98,1.68,1.88,3.52,0,5,0,0,7.89,2151314
7,6886,3187,3.8,3898,1.43,14.04,1,0.69,0.63,0,5,0,1,7.63,3574952
8,6771,3024,3.4,4027,1.2,22.15,1.3,0.69,0.37,1,4,0,1,8.13,3107057
3,4402,1354,2.9,3350,3.66,19.65,1.6,1.25,3.36,1,1,0,0,7.55,250000
6,3909,2463,4.1,1673,0.26,19.12,2,1.26,0.39,0,4,1,1,7.58,2408349
3,3816,1560,2.3,2860,0.74,22.33,0.45,1.05,0.39,1,2,0,0,7.88,635615
10,33706,5156,6.7,29211,25.56,0.29,8.03,7.33,1.51,1,5,0,1,8.04,7764703
7,4975,2787,4.2,2495,1.75,21.68,1.6,0.95,4.19,0,4,1,0,8,1212921
5,1981,1841,3.4,0,0.79,21.71,2.06,0.74,1.13,0,3,0,0,7.49,1168348
2,3653,1512,2,1310,2.24,16.73,1.13,0.87,2.57,0,2,0,0,7.91,250000
5,3112,2765,3,770,2.37,13.63,1.39,0.4,0.2,0,5,0,1,7.9,2479908
6,4845,1626,3.9,3427,0.31,14.68,0.71,0.7,1.22,0,3,0,1,7.53,1212195
5,3166,2060,2.6,1786,1.89,18.04,0.45,1.11,1.47,1,3,0,1,7.67,1464237
2,5719,1406,1.5,4729,1.03,22.39,1.89,0.67,0.47,0,2,0,0,7.64,417508
4,2267,2259,2.8,350,1.54,17.03,1.25,0.18,0.98,0,3,0,0,7.58,1628295
2,4358,945,2,2925,1.71,18.28,2.28,0.33,1.47,0,2,0,1,7.66,250000
4,6863,1430,3.8,5328,1.95,16.07,0.61,1.3,0.63,0,1,0,1,7.73,761232
3,3898,1215,2.3,3244,1.32,13.52,1.35,1.17,0.54,0,3,0,0,7.57,314197
3,6198,1696,2.2,5176,1.67,20.51,1.59,0.6,1.08,0,2,0,0,7.45,866100
9,5678,3453,5.2,2820,1.13,20.04,1.13,1.86,1.17,0,5,0,1,7.7,2753818
4,6585,1982,2.5,4857,0.17,20.28,1.36,0.27,0.46,1,5,1,1,8.18,1434477
7,4582,3384,3.8,909,1.4,22.06,0.21,1.86,1.39,0,4,0,0,8.04,1974586
6,7129,2815,3.7,4388,1.93,15.2,0.64,1.7,4.43,0,4,0,1,7.76,1185037
10,46794,4798,5.9,42321,22.03,6.45,10.29,4.79,1.97,0,6,0,0,7.93,8050113
2,5784,1099,2,4489,2.85,23.94,0.45,1.27,3.08,0,2,0,0,7.16,250000
8,4852,3245,3.8,2331,3.79,17.64,1.58,1.61,4.26,0,4,0,0,7.9,1532547
10,38897,6178,6.4,33579,16.23,5.29,8.51,0.88,1.16,0,6,0,1,8.11,9686137
4,4682,1656,3.8,3471,1.83,19.73,1.03,1.16,1.2,1,3,0,0,7.52,962744
7,4213,2339,4.2,3107,1.5,25.73,0.37,1.88,4.2,0,3,0,0,8.11,446993
3,3708,1093,2.2,3041,0.23,15.04,0.46,0.25,1.48,0,2,0,0,7.78,250000
4,6984,1879,3,5530,0.94,20.52,1.1,1.27,0.87,0,4,0,0,7.59,1312154
7,4771,3092,4.2,1793,1.34,21.83,1.5,0.16,0.64,0,5,0,1,7.92,3197783
4,4423,1968,3.6,1505,0.71,18.06,0.37,0.28,1.61,1,3,0,1,7.48,1461426
4,4243,1661,2.1,2377,1.91,15.95,0.6,0.66,1.77,0,3,0,0,7.53,780491
3,6670,1770,2.1,4794,1.48,21.5,1.01,1.1,0.33,0,3,1,0,7.43,1276258
6,4273,2286,3.8,2441,2.47,23.25,2.2,1.34,0.9,0,3,0,1,7.76,1967916
6,5838,2170,3.7,3000,1.69,15.87,1.36,0.96,0.79,0,3,0,0,7.68,2009446
3,4380,1289,2.7,2905,0.4,23.19,1.63,1.02,0.78,1,3,0,1,7.51,441845
7,3209,2867,4.8,623,0.18,12.91,0.9,0.38,0.49,0,4,0,1,8.03,3006002
8,2200,3480,5.5,0,3.44,24.85,0.23,1.88,3.83,0,5,0,1,7.73,1960216
6,7585,2516,2.7,5757,3.73,25.3,0.3,0.92,1.08,0,5,1,1,8.08,1163976
6,5631,1995,3.7,4461,0.39,23.14,1.3,1.13,0.72,1,2,0,0,7.7,1618851
3,3556,1800,2,2184,1.13,21.6,0.6,0.75,3.7,0,3,0,0,7.74,250000
6,8417,3060,4.5,5198,16.48,1.63,6.89,3.03,1.09,0,5,0,0,7.78,3634064
4,44962,1894,2,44149,25.54,7.38,10.11,6.71,0.87,0,5,1,1,7.88,2722937
7,11319,2885,3.7,8497,19.92,8.5,9.05,6.19,0.36,0,3,0,1,8,3068782
3,5986,1751,2.2,4102,1.66,20.7,0.76,1.34,1.15,1,2,0,1,8,833037
6,2899,2355,4,1065,2.44,15.73,1.31,1.04,1.02,1,4,1,0,8.05,1987453
6,2207,2713,4.3,0,2.11,13.95,2.18,1.06,0.98,0,3,0,1,7.85,2591378
3,16356,1680,2.7,13906,25.98,0.94,6.47,5.81,0.88,0,4,1,1,7.75,1409756
7,8654,3596,2.6,5674,1.71,22.72,0.8,0.21,1.03,0,4,0,0,7.92,2310116
2,4444,1262,2.2,4190,1.71,21.05,0.54,0.75,0.22,1,4,0,1,7.75,354245
10,21412,6128,5,16421,18.92,8.32,12.23,2.16,1.43,0,6,0,1,8.04,8310457
8,2503,3523,4.4,0,3.15,17.88,0.71,1.01,3.19,0,5,1,0,8.17,2011296
4,5625,2020,1.7,4160,2.05,23.46,2.34,1.37,0.97,0,3,1,1,7.73,1351936
5,3314,2313,2.9,932,2.03,22.79,1.67,0.11,0.42,0,4,0,1,7.67,1727793
2,6771,1394,1.9,4751,1.34,20.83,1.53,1.4,0.74,0,3,0,0,7.67,396198
5,3485,2221,3.5,1450,3.16,20.35,0.83,0.78,3.14,1,3,0,1,7.57,583633
8,28593,3869,3.9,24086,22.15,7.79,4.34,5.07,0.45,0,5,0,0,8.06,5424558
6,6721,2587,4.5,4564,1.63,19.74,2.12,0.25,0.96,0,5,0,1,7.76,2602900
4,27716,1973,2.4,25369,12.98,0.7,7.8,3.23,1.46,0,3,1,1,7.74,2468978
3,5913,2073,2.3,3766,0.41,20.87,1.17,0.47,0.74,0,2,0,0,7.74,1376123
10,49947,4164,5.9,46257,15.29,7.42,11,2.57,1.82,0,6,0,0,8.2,6644612
5,3518,2269,2.9,1026,2.19,12.57,1.15,0.32,1.28,1,3,0,0,7.71,1751802
2,4387,1344,1.4,2931,2.13,22.07,1.45,1.16,3.06,0,2,0,0,7.73,250000
5,3934,1683,3.6,3346,1.12,17.67,1.39,0.29,1.77,0,3,0,0,7.73,250000
2,4438,1657,1.7,2510,1.32,12.29,0.99,1.25,1.04,1,2,1,0,8.01,709621
4,4670,1431,3.1,2868,1.88,18.38,2.08,1.19,0.47,0,2,0,0,7.38,735941
7,19919,2668,4.5,18416,19.69,5.09,6.15,2.76,0.42,1,4,0,1,7.7,3835519
4,2453,1218,2.1,1579,1.9,17.64,2.02,1.14,1.13,0,3,0,1,7.55,250000
7,4358,2667,4.2,2246,0.63,15.23,0.83,1.49,0.44,1,3,1,0,7.81,2800733
5,3991,2726,2.4,1724,1.22,18.45,2.49,0.66,1.15,0,4,0,0,7.77,2201738
4,3115,2090,3.7,1061,0.14,15.17,1.43,0.9,1.67,1,3,0,1,7.81,1561320
4,34814,2033,4,32280,25.25,2.67,11.77,7.69,1.42,0,2,1,1,7.82,2439552
10,31688,4405,5,27895,24.34,6.68,8.09,7.25,0.41,1,6,0,1,7.96,6281045
10,25854,4710,6.1,21671,20.06,6.53,13.73,1.2,1.19,0,6,0,1,8.16,7051583
2,43420,1428,2,42361,18.85,2.14,13.11,2.06,0.64,0,2,0,0,7.72,2239959
3,4742,1741,1.9,2951,2.35,12.66,1.78,1.35,1.47,1,3,0,1,7.69,890447
3,7850,1108,2.2,6353,1.07,18.48,0.44,1.21,4.21,1,4,0,0,7.41,250000
5,6324,2291,3.1,5262,1.57,18.38,0.5,0.72,1.8,1,3,0,1,7.43,1979489
3,3521,1521,2.1,2789,1.33,17.28,1.43,1.04,0.76,0,2,0,0,7.95,533066
4,5940,2279,2.7,4532,2.7,22.59,0.38,1.55,1.48,1,3,0,0,7.38,817435
10,53002,4526,4.5,48834,17.2,3.08,4.33,6.67,0.96,1,6,1,1,7.88,7453748
4,3531,1305,3.2,2524,1.56,17.72,2.2,0.14,1.19,1,3,0,0,7.52,499078
2,2721,966,2.3,2001,2.28,12.1,1.92,0.31,1.65,0,3,1,0,7.5,250000
6,13602,2659,4.4,11113,20.93,7.69,10.19,2.47,0.1,0,5,0,0,7.84,3599623
2,3142,987,2.7,2509,1.5,14.76,0.63,1.02,1.26,0,3,1,0,7.65,250000
5,6888,2253,4.1,4470,1.44,19.87,1.39,0.14,1.14,0,4,0,0,7.77,1913674
7,4863,2558,3.6,2197,0.68,14.02,2.44,0.96,1.77,0,3,0,0,7.7,2401285
3,2693,1136,2.6,2275,1.57,13.13,1.96,0.13,0.52,0,2,0,1,7.73,250000
3,2468,1038,2.3,2356,1.36,21.79,1.11,1.2,1.11,0,1,0,0,7.51,250000
8,18972,2969,5.1,15107,12.85,8,8.17,2.45,0.54,1,4,0,0,7.82,3807181
